model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType
 A3,2019,21900,Manual,2442,145,51.4,1.6,Diesel
 A1,2017,13745,Semi-Auto,28112,150,57.6,1.4,Petrol
 Q3,2017,22945,Semi-Auto,22796,150,42.2,2,Petrol
 A3,2015,16245,Semi-Auto,20396,150,48.7,1.8,Petrol
 A1,2016,16950,Manual,20863,30,70.6,1.4,Petrol
 Q2,2019,20000,Manual,741,145,49.6,1.6,Diesel
 Q3,2019,26000,Manual,4158,145,40.9,1.5,Petrol
 Q3,2019,26000,Manual,3204,145,40.9,1.5,Petrol
 A4,2019,26500,Semi-Auto,6497,145,38.7,2,Petrol
 Q3,2017,21495,Semi-Auto,18804,145,47.9,1.4,Petrol
 Q3,2017,15995,Manual,39659,145,61.4,2,Diesel
 A5,2019,30000,Automatic,500,145,37.7,2,Petrol
 A5,2019,28500,Automatic,9357,145,40.4,2,Petrol
 A4,2019,24000,Manual,2411,145,39.2,2,Petrol
 A5,2019,36500,Automatic,500,145,37.2,2,Petrol
 A5,2019,27500,Automatic,500,145,49.6,2,Diesel
 A1,2014,10700,Manual,35700,125,52.3,1.4,Petrol
 Q5,2017,28900,Semi-Auto,27898,150,40.4,2,Petrol
 A3,2016,16900,Manual,29898,20,60.1,1.4,Petrol
 Q7,2019,43700,Semi-Auto,5900,150,33.2,3,Diesel
 RS3,2019,46990,Semi-Auto,14585,150,29.7,2.5,Petrol
 Q3,2016,14900,Manual,45202,125,50.4,1.4,Petrol
 Q2,2019,21600,Manual,4157,145,49.6,1.6,Diesel
 A4,2019,25000,Automatic,2142,145,39.2,2,Petrol
 A3,2019,21800,Manual,4577,145,51.4,1.6,Diesel
 Q3,2018,24445,Semi-Auto,33121,150,40.4,2,Petrol
 Q2,2019,20000,Manual,2011,145,49.6,1.6,Diesel
 Q2,2017,18900,Automatic,20887,145,52.3,1.4,Petrol
 Q2,2019,28400,Automatic,2879,145,33.2,2,Petrol
 Q2,2017,21995,Semi-Auto,9706,145,52.3,1.4,Petrol
 A7,2017,29900,Semi-Auto,14468,145,52.3,3,Diesel
 A3,2019,22200,Automatic,1849,145,52.3,1.6,Diesel
 Q3,2019,26700,Automatic,2047,145,48.7,2,Diesel
 Q5,2019,31000,Semi-Auto,3119,145,38.2,2,Diesel
 Q5,2018,33445,Semi-Auto,8301,145,40.4,2,Petrol
 Q5,2019,35945,Semi-Auto,5152,145,32.1,2,Petrol
 Q5,2017,27245,Semi-Auto,35847,145,55.4,2,Diesel
 A3,2019,23800,Manual,5472,145,55.4,2,Diesel
 A4,2017,19495,Manual,4337,145,51.4,1.4,Petrol
 Q3,2016,18495,Manual,27838,145,49.6,1.4,Petrol
 Q3,2019,28790,Semi-Auto,3150,145,38.2,1.5,Petrol
 Q5,2019,35290,Semi-Auto,2414,145,38.2,2,Diesel
 A3,2019,25000,Semi-Auto,6420,145,50.4,2,Diesel
 Q7,2016,31495,Semi-Auto,39889,160,48.7,3,Diesel
 A3,2017,25400,Semi-Auto,21572,150,43.5,2,Petrol
 A3,2020,32400,Semi-Auto,1261,145,34.5,2,Petrol
 Q2,2020,28900,Manual,1201,145,46.3,1.6,Diesel
 A4,2018,20945,Semi-Auto,8684,145,50.4,1.4,Petrol
 A5,2019,27490,Semi-Auto,10372,145,39.8,2,Petrol
 Q7,2017,34995,Semi-Auto,28542,150,47.9,3,Diesel
 A5,2018,27995,Semi-Auto,10312,150,51.4,3,Diesel
 A4,2017,19945,Semi-Auto,33295,150,52.3,2,Petrol
 Q3,2018,20745,Manual,12245,150,49.6,1.4,Petrol
 A1,2019,20950,Semi-Auto,3701,150,40.9,2,Petrol
 A3,2019,33990,Semi-Auto,262,150,33.2,2,Petrol
 A3,2019,31490,Semi-Auto,288,150,34.9,2,Petrol
 A3,2019,24490,Semi-Auto,8877,150,42.2,1.5,Petrol
 A1,2017,14245,Manual,8908,150,67.3,1,Petrol
 A5,2017,22945,Semi-Auto,15655,150,53.3,2,Petrol
 A1,2019,21445,Semi-Auto,5844,150,40.4,2,Petrol
 Q7,2019,46400,Automatic,5489,145,32.8,3,Diesel
 A5,2019,27400,Automatic,3904,145,40.4,2,Petrol
 Q3,2020,30900,Manual,924,145,40.9,2,Diesel
 Q2,2020,30900,Semi-Auto,828,145,46.3,2,Diesel
 A4,2019,21700,Manual,8022,145,39.2,2,Petrol
 Q3,2020,36900,Semi-Auto,2183,145,39.8,1.5,Petrol
 A4,2020,40900,Semi-Auto,1964,145,40.4,3,Diesel
 A5,2019,35200,Automatic,8503,145,37.2,2,Petrol
 Q3,2019,25200,Manual,500,145,40.9,1.5,Petrol
 Q7,2017,34795,Semi-Auto,36542,205,47.9,3,Diesel
 Q2,2019,29900,Automatic,3694,145,33.2,2,Petrol
 Q2,2019,30500,Automatic,9161,145,33.2,2,Petrol
 Q3,2019,27900,Manual,4288,145,39.8,1.5,Petrol
 Q3,2019,31200,Automatic,4303,145,32.1,2,Petrol
 A3,2019,29500,Semi-Auto,5906,145,34.5,2,Petrol
 A5,2019,27200,Automatic,500,145,40.4,2,Petrol
 A4,2019,25500,Automatic,500,145,50.4,2,Diesel
 A4,2019,28200,Automatic,4904,145,47.9,2,Diesel
 Q5,2019,53945,Semi-Auto,6243,145,32.5,3,Diesel
 A4,2019,23490,Semi-Auto,1425,145,38.7,2,Petrol
 A5,2020,29945,Semi-Auto,5000,145,47.1,2,Diesel
 A5,2020,28945,Semi-Auto,5000,145,50.4,2,Diesel
 A3,2015,22990,Semi-Auto,18682,200,39.8,2,Petrol
 Q7,2018,37450,Semi-Auto,26890,145,47.9,3,Diesel
 Q3,2017,21490,Semi-Auto,19921,145,42.2,2,Petrol
 A1,2017,12990,Manual,22488,0,67.3,1,Petrol
 Q3,2017,20745,Semi-Auto,17914,145,47.9,1.4,Petrol
 Q5,2019,31290,Semi-Auto,11065,145,38.2,2,Diesel
 A5,2020,33990,Semi-Auto,3000,145,39.8,2,Petrol
 A4,2019,46490,Automatic,5000,145,39.8,3,Diesel
 Q7,2019,66950,Automatic,3000,145,33.2,3,Diesel
 Q3,2019,24490,Manual,3000,145,40.9,1.5,Petrol
 A5,2019,27250,Semi-Auto,3000,145,40.4,2,Petrol
 A3,2019,21000,Semi-Auto,3000,145,40.9,2,Petrol
 A6,2019,41890,Automatic,5000,145,37.7,3,Diesel
 Q3,2019,29490,Semi-Auto,10594,145,31.7,2,Petrol
 Q5,2020,40945,Semi-Auto,3000,145,38.2,2,Diesel
 Q3,2016,20990,Semi-Auto,29794,145,47.9,1.4,Petrol
 Q3,2019,37450,Semi-Auto,3000,145,32.1,2,Petrol
 A4,2019,45490,Automatic,5500,145,40.9,3,Diesel
 A6,2019,27485,Automatic,6000,145,50.4,2,Diesel
 A4,2019,24245,Automatic,4500,145,48.7,2,Diesel
 A1,2020,23250,Semi-Auto,3000,145,44.8,1,Petrol
 A1,2020,23250,Semi-Auto,3000,145,44.8,1,Petrol
 A5,2020,32990,Semi-Auto,3000,145,40.4,2,Petrol
 A5,2014,14745,Semi-Auto,39018,145,53.3,2,Diesel
 RS5,2019,55450,Automatic,9108,145,29.7,2.9,Petrol
 A5,2020,31990,Semi-Auto,5000,145,39.8,2,Petrol
 A4,2019,24389,Automatic,7000,145,48.7,2,Diesel
 A1,2017,16970,Semi-Auto,13458,150,56.5,1.4,Petrol
 A5,2017,19970,Semi-Auto,52600,150,70.6,2,Diesel
 Q5,2019,34470,Semi-Auto,5614,150,38.2,2,Diesel
 A3,2019,24970,Semi-Auto,2346,150,50.4,2,Diesel
 A7,2019,35845,Automatic,3000,145,47.1,2,Diesel
 A5,2019,35945,Automatic,2200,145,50.4,2,Diesel
 Q7,2019,51990,Automatic,11586,145,32.8,3,Diesel
 Q5,2016,21440,Semi-Auto,40063,200,47.1,2,Diesel
 Q2,2019,28945,Automatic,6093,145,33.2,2,Petrol
 A4,2019,28990,Automatic,5000,145,38.2,2,Petrol
 A6,2019,39490,Semi-Auto,9151,145,34,2,Petrol
 A6,2017,20970,Semi-Auto,34000,145,61.4,2,Diesel
 Q5,2020,51970,Semi-Auto,215,145,34.5,3,Diesel
 Q2,2017,16970,Manual,51663,125,50.4,1.4,Petrol
 A5,2019,29950,Semi-Auto,7126,150,50.4,2,Diesel
 Q2,2017,18000,Manual,23840,145,50.4,1.4,Petrol
 A1,2017,14290,Manual,19000,150,55.4,1.4,Petrol
 RS5,2017,41970,Semi-Auto,18630,145,32.5,2.9,Petrol
 A4,2020,34990,Semi-Auto,3000,145,39.2,2,Petrol
 A1,2020,24490,Semi-Auto,3000,145,44.8,1.5,Petrol
 Q3,2019,38990,Semi-Auto,5476,145,31,2,Petrol
 TT,2020,29970,Semi-Auto,1015,145,37.7,2,Petrol
 A5,2019,27470,Automatic,8815,145,51.4,2,Diesel
 Q2,2020,29970,Semi-Auto,1015,150,34.5,2,Petrol
 A3,2019,30470,Semi-Auto,7987,150,34.9,2,Petrol
 A6,2019,26970,Automatic,6315,145,50.4,2,Diesel
 Q3,2014,14970,Semi-Auto,33178,205,47.9,2,Diesel
 A1,2019,21470,Semi-Auto,6191,150,40.9,2,Petrol
 A1,2019,21470,Semi-Auto,4977,150,40.9,2,Petrol
 A5,2019,32970,Semi-Auto,8275,150,44.8,2,Diesel
 Q5,2019,31470,Semi-Auto,9683,150,38.2,2,Diesel
 A5,2019,24970,Automatic,5415,145,40.4,2,Petrol
 TT,2016,16970,Manual,37730,150,47.1,1.8,Petrol
 Q5,2019,31470,Semi-Auto,5089,150,38.2,2,Diesel
 A6,2014,15470,Semi-Auto,50100,30,64.2,2,Diesel
 A1,2020,22970,Semi-Auto,3515,150,44.8,1.5,Petrol
 A1,2017,11470,Manual,13500,30,57.6,1.4,Petrol
 A3,2019,22470,Semi-Auto,3399,150,42.2,1.5,Petrol
 A3,2019,23970,Semi-Auto,9588,150,42.2,1.5,Petrol
 A3,2019,22270,Semi-Auto,7341,150,42.2,1.5,Petrol
 A1,2019,22470,Semi-Auto,1124,150,44.8,1.5,Petrol
 Q3,2019,26450,Semi-Auto,972,150,48.7,2,Diesel
 Q7,2019,42970,Semi-Auto,9390,150,33.2,3,Diesel
 Q5,2019,32970,Semi-Auto,7203,150,55.4,2,Diesel
 A5,2019,30470,Semi-Auto,701,150,50.4,2,Diesel
 Q5,2019,30970,Semi-Auto,14668,145,38.2,2,Diesel
 A5,2020,26970,Semi-Auto,7015,145,39.8,2,Petrol
 Q3,2019,32970,Semi-Auto,1962,145,31.4,2,Petrol
 A4,2019,27970,Semi-Auto,12350,145,47.9,2,Diesel
 A3,2020,21970,Manual,5015,150,53.3,1.6,Diesel
 A1,2020,22970,Semi-Auto,3015,150,44.8,1,Petrol
 Q3,2020,28970,Semi-Auto,2015,150,40.9,2,Diesel
 TT,2020,29970,Semi-Auto,5515,150,35.3,2,Petrol
 A4,2020,28970,Semi-Auto,3515,150,54.3,3,Diesel
 Q3,2020,32970,Semi-Auto,2015,150,31.4,2,Petrol
 Q3,2020,29970,Manual,1015,150,40.9,1.5,Petrol
 A4,2020,31470,Semi-Auto,4915,150,40.9,2,Petrol
 A3,2017,17970,Manual,14815,150,54.3,1.5,Petrol
 Q7,2019,41970,Automatic,5815,145,33.6,3,Diesel
 A5,2019,31970,Automatic,4015,145,48.7,2,Diesel
 A4,2019,23970,Automatic,5000,145,39.8,2,Petrol
 Q5,2019,32970,Automatic,5015,145,38.2,2,Diesel
 A4,2019,26470,Automatic,3215,145,38.7,2,Petrol
 A4,2019,23970,Automatic,5015,145,50.4,2,Diesel
 A8,2018,37970,Semi-Auto,7500,145,50.4,3,Diesel
 Q7,2018,53870,Semi-Auto,12603,145,32.1,3,Diesel
 Q8,2019,55970,Semi-Auto,5415,145,33.6,3,Diesel
 A7,2019,36450,Semi-Auto,5658,150,38.2,3,Diesel
 Q8,2019,62950,Semi-Auto,9991,150,32.8,3,Diesel
 A1,2019,22950,Semi-Auto,3135,150,44.8,1.5,Petrol
 Q7,2017,29950,Semi-Auto,30985,160,48.7,3,Diesel
 Q3,2017,20950,Semi-Auto,28450,145,47.9,1.4,Petrol
 Q5,2018,28970,Semi-Auto,21357,150,55.4,2,Diesel
 Q5,2016,29470,Semi-Auto,28797,240,42.8,3,Diesel
 Q5,2019,34970,Semi-Auto,8911,145,38.2,2,Diesel
 Q3,2018,22470,Manual,19097,145,49.6,1.4,Petrol
 Q7,2019,42970,Automatic,100,145,33.6,3,Diesel
 A4,2020,43970,Semi-Auto,3700,145,39.2,3,Diesel
 A1,2018,16970,Manual,9515,145,55.4,1.4,Petrol
 Q2,2019,21970,Manual,7815,145,47.9,1.6,Diesel
 Q2,2019,26970,Automatic,4515,145,33.2,2,Petrol
 A6,2019,42470,Automatic,515,145,37.7,3,Diesel
 Q3,2019,24970,Manual,4515,145,40.9,1.5,Petrol
 A6,2019,31970,Automatic,6615,145,47.9,2,Diesel
 Q3,2019,26970,Semi-Auto,8838,145,48.7,2,Diesel
 Q3,2019,24970,Manual,4715,145,40.9,1.5,Petrol
 Q3,2019,24970,Manual,6015,145,40.9,1.5,Petrol
 Q2,2018,19450,Manual,8475,150,52.3,1.4,Petrol
 Q3,2018,21950,Semi-Auto,29500,150,47.9,1.4,Petrol
 A3,2019,24450,Semi-Auto,7508,150,42.2,1.5,Petrol
 A3,2019,33950,Semi-Auto,6763,150,34.5,2,Petrol
 A5,2019,33950,Semi-Auto,4945,150,36.7,2,Petrol
 Q5,2019,38450,Semi-Auto,4322,150,32.1,2,Petrol
 Q3,2019,29950,Semi-Auto,2451,150,32.1,2,Petrol
 A1,2020,25990,Semi-Auto,2888,150,44.8,1.5,Petrol
 Q5,2019,54950,Semi-Auto,9503,150,32.5,3,Diesel
 A3,2019,24450,Semi-Auto,7230,150,41.5,1.5,Petrol
 Q2,2019,20470,Manual,5015,145,49.6,1.6,Diesel
 A6,2019,28470,Automatic,6015,145,47.9,2,Diesel
 A4,2019,22470,Automatic,6722,145,39.2,2,Petrol
 A5,2019,30970,Manual,815,145,37.2,2,Petrol
 A3,2019,26450,Semi-Auto,2803,145,42.2,1.5,Petrol
 A1,2019,22450,Semi-Auto,8078,145,47.1,1,Petrol
 Q2,2019,27450,Semi-Auto,1427,145,40.9,1.5,Petrol
 A1,2019,22950,Semi-Auto,2060,145,44.8,1.5,Petrol
 Q2,2017,20950,Semi-Auto,22216,150,54.3,1.4,Petrol
 A7,2018,34950,Semi-Auto,10500,150,38.2,3,Diesel
 A8,2018,36950,Semi-Auto,2146,150,50.4,3,Diesel
 A1,2019,22450,Semi-Auto,6063,150,47.1,1,Petrol
 Q5,2019,32970,Automatic,5515,145,38.2,2,Diesel
 A6,2019,30470,Automatic,11922,145,47.9,2,Diesel
 A5,2019,29970,Automatic,2050,145,37.7,2,Petrol
 Q3,2019,28970,Semi-Auto,14768,145,31.7,2,Petrol
 A5,2015,14970,Manual,28392,30,60.1,2,Diesel
 A4,2017,19970,Semi-Auto,26882,145,52.3,2,Petrol
 A1,2019,22950,Semi-Auto,1145,145,44.8,1.5,Petrol
 A1,2019,22450,Semi-Auto,3241,150,47.1,1,Petrol
 A3,2020,24450,Semi-Auto,1183,150,43.5,1.5,Petrol
 Q2,2019,26950,Semi-Auto,1147,150,40.9,1.5,Petrol
 A4,2019,24950,Automatic,5268,145,39.2,2,Petrol
 Q2,2017,18950,Manual,19638,150,52.3,1.4,Petrol
 A3,2019,23950,Manual,6857,145,51.4,1.6,Diesel
 A1,2020,24450,Semi-Auto,1870,145,44.8,1,Petrol
 Q3,2017,20450,Semi-Auto,31608,145,47.9,1.4,Petrol
 Q5,2016,25950,Semi-Auto,25574,235,37.7,2,Petrol
 Q3,2019,32950,Semi-Auto,1844,145,31.7,2,Petrol
 Q7,2019,48450,Semi-Auto,1916,145,32.8,3,Diesel
 A5,2019,30650,Automatic,250,145,40.4,2,Petrol
 A4,2019,27950,Automatic,2777,145,40.9,2,Petrol
 A4,2018,23450,Semi-Auto,10767,145,42.8,2,Petrol
 Q3,2016,19950,Semi-Auto,25111,145,51.4,2,Diesel
 A3,2019,19950,Manual,2888,145,51.4,1.6,Diesel
 Q7,2019,52450,Automatic,4741,145,33.2,3,Diesel
 Q5,2017,37950,Semi-Auto,30000,145,34,3,Petrol
 Q3,2019,30950,Semi-Auto,5572,145,31.7,2,Petrol
 A3,2019,22450,Semi-Auto,10217,145,42.2,1.5,Petrol
 A3,2019,33450,Semi-Auto,4460,145,34.5,2,Petrol
 Q7,2019,49950,Automatic,6125,145,33.2,3,Diesel
 TT,2015,19950,Semi-Auto,30851,200,42.8,2,Petrol
 Q2,2019,27950,Automatic,4155,145,33.2,2,Petrol
 Q2,2019,29790,Semi-Auto,2611,145,33.2,2,Petrol
 Q5,2019,36990,Semi-Auto,6502,145,38.2,2,Diesel
 Q5,2019,36490,Semi-Auto,4500,145,38.2,2,Diesel
 A5,2019,29950,Manual,5122,145,37.2,2,Petrol
 A5,2019,27950,Automatic,3584,145,49.6,2,Diesel
 Q7,2019,42950,Semi-Auto,6935,145,33.6,3,Diesel
 Q5,2019,47950,Automatic,4507,145,34.5,3,Diesel
 A8,2018,35950,Semi-Auto,20672,145,50.4,3,Diesel
 A5,2019,28950,Semi-Auto,2866,145,39.8,2,Petrol
 Q8,2019,58450,Semi-Auto,8450,145,33.6,3,Diesel
 A3,2019,26990,Semi-Auto,2085,145,38.2,2,Petrol
 A7,2016,23745,Semi-Auto,22405,145,53.3,3,Diesel
 Q2,2018,21745,Semi-Auto,21177,145,52.3,1.4,Petrol
 Q5,2018,26790,Semi-Auto,19035,145,56.5,2,Diesel
 A6,2019,36990,Semi-Auto,5695,145,34,2,Petrol
 A4,2018,19750,Semi-Auto,18557,145,50.4,1.4,Petrol
 A3,2016,17945,Semi-Auto,36910,125,49.6,2,Petrol
 A1,2019,22950,Semi-Auto,1938,145,47.1,1,Petrol
 A1,2019,22950,Semi-Auto,6745,145,47.1,1,Petrol
 A6,2019,30950,Semi-Auto,9330,145,47.9,2,Diesel
 A3,2019,32950,Semi-Auto,2308,145,34.5,2,Petrol
 A3,2017,14750,Manual,38650,20,60.1,1,Petrol
 A3,2016,16900,Semi-Auto,54114,125,57.6,2,Diesel
 Q2,2017,19900,Manual,16755,145,52.3,1.4,Petrol
 Q5,2017,25495,Semi-Auto,33916,150,40.9,2,Petrol
 A4,2016,15950,Semi-Auto,35000,20,70.6,2,Diesel
 A1,2020,25950,Semi-Auto,2888,150,44.8,1.5,Petrol
 Q3,2020,36950,Semi-Auto,2888,150,39.2,1.5,Petrol
 A1,2020,24950,Semi-Auto,2888,150,44.8,1.5,Petrol
 Q2,2017,20950,Semi-Auto,8500,150,54.3,1.4,Petrol
 TT,2015,19950,Semi-Auto,27685,165,43.5,2,Petrol
 A3,2016,14695,Manual,17856,20,60.1,1.4,Petrol
 A3,2019,25950,Semi-Auto,4900,145,43.5,1.5,Petrol
 A3,2019,28950,Semi-Auto,8679,145,34.9,2,Petrol
 A3,2018,22950,Semi-Auto,8226,145,56.5,1.5,Petrol
 Q7,2017,46950,Automatic,36813,300,39.2,4,Diesel
 A4,2020,42900,Semi-Auto,2000,145,39.8,3,Diesel
 A6,2019,32750,Semi-Auto,3596,145,50.4,2,Diesel
 Q7,2017,49900,Automatic,26979,145,39.2,4,Diesel
 Q7,2018,56900,Semi-Auto,5330,145,39.2,4,Diesel
 Q5,2019,30900,Automatic,7329,145,39.2,2,Diesel
 A5,2019,31500,Automatic,8850,145,44.1,2,Diesel
 A4,2019,25900,Semi-Auto,2581,145,39.2,2,Petrol
 A3,2020,26500,Manual,1500,145,55.4,2,Diesel
 Q2,2020,26500,Semi-Auto,1500,145,42.2,1.5,Petrol
 Q7,2020,56900,Semi-Auto,1500,145,33.2,3,Diesel
 TT,2019,36950,Manual,9121,145,34.9,2,Petrol
 A3,2019,25750,Semi-Auto,3861,145,41.5,1.5,Petrol
 A7,2016,20200,Automatic,40674,125,61.4,3,Diesel
 A8,2018,37900,Semi-Auto,6098,145,50.4,3,Diesel
 A3,2018,19900,Semi-Auto,9058,145,62.8,2,Diesel
 A4,2019,28900,Semi-Auto,150,145,53.3,2,Diesel
 Q5,2020,48750,Semi-Auto,4564,145,34.5,3,Diesel
 Q2,2017,16900,Manual,39424,145,55.4,1,Petrol
 A6,2019,31500,Automatic,7500,145,47.9,2,Diesel
 Q3,2019,35750,Automatic,4000,145,32.1,2,Petrol
 A3,2019,21750,Manual,4909,145,51.4,1.6,Diesel
 A6,2019,30750,Semi-Auto,6500,145,34.9,2,Petrol
 Q3,2020,29750,Manual,1501,145,42.8,2,Diesel
 Q5,2019,32500,Semi-Auto,5808,145,39.2,2,Diesel
 Q3,2020,26500,Manual,1553,145,40.9,1.5,Petrol
 Q5,2020,38750,Semi-Auto,2000,145,38.2,2,Diesel
 Q5,2020,43900,Semi-Auto,500,135,117.7,2,Hybrid
 A4,2018,20495,Manual,30008,145,48.7,1.4,Petrol
 A3,2016,13995,Manual,37350,20,60.1,1.4,Petrol
 A3,2016,14500,Manual,27209,30,56.5,1.2,Petrol
 A4,2016,14250,Manual,35080,0,74.3,2,Diesel
 A5,2015,15900,Manual,58386,200,40.4,2,Petrol
 Q3,2019,26450,Manual,2888,145,40.9,1.5,Petrol
 A3,2019,21900,Manual,6012,145,51.4,1.6,Diesel
 A3,2016,17352,Semi-Auto,41206,125,57.6,2,Diesel
 A1,2016,13551,Semi-Auto,65375,30,70.6,1.4,Petrol
 A3,2017,23981,Semi-Auto,24472,150,43.5,2,Petrol
 A3,2019,21900,Automatic,6000,145,51.4,2,Diesel
 A5,2020,29950,Semi-Auto,2888,145,40.4,2,Petrol
 A5,2019,29950,Semi-Auto,2888,145,39.8,2,Petrol
 A5,2019,27950,Semi-Auto,2888,145,40.4,2,Petrol
 Q7,2019,41950,Automatic,16000,145,33.6,3,Diesel
 A3,2017,16450,Manual,21400,145,60.1,1,Petrol
 RS6,2017,51950,Automatic,19980,145,29.4,4,Petrol
 Q5,2019,31100,Semi-Auto,5401,145,39.2,2,Diesel
 A5,2019,27900,Automatic,9076,145,45.6,2,Diesel
 A5,2019,26250,Manual,7601,145,37.7,2,Petrol
 Q3,2019,25250,Manual,12236,145,39.8,1.5,Petrol
 A4,2019,22750,Automatic,4797,145,39.2,2,Petrol
 Q2,2019,19900,Manual,11286,145,42.8,1.5,Petrol
 A6,2019,32900,Automatic,8012,145,45.6,2,Diesel
 A4,2019,24900,Automatic,6647,145,46.3,2,Diesel
 A3,2016,13295,Semi-Auto,42203,20,60.1,1.4,Petrol
 Q5,2019,39900,Automatic,26,145,32.1,2,Petrol
 A4,2019,24250,Automatic,4601,145,51.4,2,Diesel
 Q3,2019,26750,Manual,2200,145,39.8,1.5,Petrol
 Q3,2019,28595,Manual,1793,145,40.9,2,Diesel
 A6,2019,31750,Automatic,9756,145,45.6,2,Diesel
 A5,2019,35900,Automatic,4896,145,50.4,2,Diesel
 A3,2016,15945,Semi-Auto,27306,125,61.4,2,Diesel
 A5,2017,27895,Semi-Auto,28241,145,38.2,3,Petrol
 A3,2016,19445,Semi-Auto,27272,200,42.8,1.8,Petrol
 A4,2019,29900,Automatic,5485,145,35.8,2,Petrol
 A5,2019,25895,Semi-Auto,9391,145,39.8,2,Petrol
 A5,2019,24990,Semi-Auto,14850,145,39.8,2,Petrol
 A3,2017,21495,Semi-Auto,16583,145,48.7,2,Petrol
 A4,2018,21395,Semi-Auto,11548,145,50.4,2,Petrol
 Q5,2018,33795,Semi-Auto,5092,145,40.4,2,Petrol
 Q5,2019,35295,Semi-Auto,3249,145,32.1,2,Petrol
 TT,2019,28795,Semi-Auto,12464,145,34.9,2,Petrol
 A4,2018,23295,Semi-Auto,7943,145,42.8,2,Petrol
 A4,2017,24895,Automatic,30085,145,38.7,3,Petrol
 A3,2016,20445,Semi-Auto,22855,125,57.6,2,Diesel
 Q5,2019,31490,Semi-Auto,7601,145,38.2,2,Diesel
 A3,2019,21690,Semi-Auto,7836,145,42.2,1.5,Petrol
 A1,2019,21495,Semi-Auto,9021,150,40.9,2,Petrol
 A1,2019,21495,Semi-Auto,6501,150,40.9,2,Petrol
 Q5,2018,29850,Semi-Auto,26974,145,40.4,2,Petrol
 Q5,2019,36845,Semi-Auto,3143,145,32.1,2,Petrol
 Q5,2019,37440,Semi-Auto,4888,145,32.1,2,Petrol
 Q5,2017,29745,Semi-Auto,14794,145,40.4,2,Petrol
 Q5,2019,36450,Semi-Auto,9598,145,32.1,2,Petrol
 Q5,2018,26945,Semi-Auto,21248,145,55.4,2,Diesel
 Q5,2019,34990,Automatic,3000,145,32.1,2,Petrol
 Q5,2019,35245,Semi-Auto,7533,145,32.1,2,Petrol
 A5,2019,28895,Automatic,4000,145,47.1,2,Diesel
 A1,2017,13400,Semi-Auto,22653,145,64.2,1,Petrol
 Q5,2019,44450,Semi-Auto,6000,145,36.2,2,Diesel
 Q7,2016,34750,Automatic,16828,200,47.9,3,Diesel
 A3,2019,30990,Semi-Auto,4799,145,34.9,2,Petrol
 Q5,2019,32790,Semi-Auto,84,145,38.2,2,Diesel
 A1,2019,22490,Semi-Auto,1954,145,44.8,1.5,Petrol
 Q3,2019,32750,Semi-Auto,3669,145,32.1,2,Petrol
 TT,2015,19400,Semi-Auto,37236,160,44.1,2,Petrol
 A3,2017,26450,Semi-Auto,25100,145,43.5,2,Petrol
 A7,2018,25950,Semi-Auto,27431,145,52.3,3,Diesel
 Q5,2019,30750,Automatic,10301,145,39.2,2,Diesel
 Q5,2019,30750,Automatic,10566,145,39.2,2,Diesel
 A6,2018,19895,Semi-Auto,29535,145,49.6,1.8,Petrol
 Q5,2018,26295,Semi-Auto,18818,145,56.5,2,Diesel
 A4,2018,19495,Semi-Auto,15061,145,51.4,1.4,Petrol
 A3,2020,32495,Semi-Auto,7500,135,141.3,1.4,Hybrid
 Q2,2019,26695,Semi-Auto,5295,145,39.8,1.5,Petrol
 RS6,2020,109495,Semi-Auto,1500,150,22.1,4,Petrol
 A1,2016,11991,Manual,22750,0,67.3,1,Petrol
 A3,2019,19795,Automatic,6000,145,52.3,1.6,Diesel
 A5,2019,32195,Automatic,4500,145,37.2,2,Petrol
 Q3,2019,26895,Manual,4000,145,42.8,2,Diesel
 A5,2019,31295,Automatic,4000,145,37.7,2,Petrol
 A6,2019,30495,Automatic,6500,145,47.9,2,Diesel
 A3,2017,18450,Semi-Auto,21055,30,56.5,1.4,Petrol
 Q7,2019,44990,Semi-Auto,8293,150,32.8,3,Diesel
 A3,2019,32690,Semi-Auto,2893,150,34.9,2,Petrol
 Q5,2020,33450,Semi-Auto,310,150,33.2,2,Petrol
 RS5,2019,59450,Semi-Auto,4500,145,30.1,2.9,Petrol
 A4,2019,46450,Automatic,2000,145,39.2,3,Diesel
 A4,2020,31495,Automatic,2500,145,50.4,2,Diesel
 A4,2019,25900,Automatic,11001,145,47.9,2,Diesel
 A3,2019,21150,Automatic,9508,145,53.3,1.6,Diesel
 A3,2019,22150,Semi-Auto,6159,145,52.3,1.6,Diesel
 Q3,2019,25750,Manual,5000,145,40.9,1.5,Petrol
 Q2,2019,29750,Automatic,9000,145,33.2,2,Petrol
 Q2,2019,23750,Manual,5000,145,46.3,1.6,Diesel
 A3,2019,22400,Manual,9500,145,55.4,2,Diesel
 Q5,2019,31250,Automatic,5000,145,39.2,2,Diesel
 A3,2017,16990,Semi-Auto,8129,145,56.5,1.5,Petrol
 A1,2014,10490,Semi-Auto,18753,20,60.1,1.4,Petrol
 A4,2013,7495,Semi-Auto,87909,125,58.9,2,Diesel
 A6,2016,16666,Semi-Auto,56900,145,56.5,2,Diesel
 A1,2017,14440,Manual,7620,150,56.5,1.4,Petrol
 A3,2019,24425,Semi-Auto,8424,150,50.4,2,Diesel
